,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,City
1938,2018,Datsun,Redi Go,"8,368",1st Owner,Petrol,"₹3,15,699",Manual,T (O) Manual,Vadodara
1939,2017,Maruti,Baleno,"42,489",1st Owner,Petrol,"₹4,87,799",Manual,DELTA 1.2 K12 Manual,Vadodara
1940,2020,Hyundai,VENUE,"4,689",1st Owner,Petrol,"₹7,75,399",Manual,S MT 1.2 KAPPA Manual,Vadodara
1941,2021,Hyundai,VENUE,"5,656",1st Owner,Petrol,"₹7,86,899",Manual,S MT 1.2 KAPPA Manual,Vadodara
1942,2019,Volkswagen,Polo,"26,138",1st Owner,Petrol,"₹6,43,399",Manual,HIGH LINE PLUS 1.0 Manual,Vadodara
1943,2020,Maruti,Baleno,137,1st Owner,Petrol,"₹5,59,299",Manual,SIGMA 1.2 K12 Manual,Vadodara
1944,2016,Ford,Ecosport,"94,403",1st Owner,Diesel,"₹5,47,899",Manual,1.5TITANIUM TDCI Manual,Vadodara
1945,2016,Maruti,S Cross,"79,672",2nd Owner,Diesel,"₹5,34,399",Manual,ZETA 1.3 Manual,Vadodara
1946,2018,Hyundai,Elite i20,"26,107",2nd Owner,Petrol,"₹5,58,499",Manual,Magna Executive 1.2 Manual,Vadodara
1947,2016,Hyundai,Creta,"1,39,199",1st Owner,Diesel,"₹7,29,999",Manual,1.4 S PLUS CRDI Manual,Vadodara
1948,2020,Maruti,Baleno,230,1st Owner,Petrol,"₹5,87,899",Manual,SIGMA 1.2 K12 Manual,Vadodara
1949,2017,Maruti,Baleno,"41,383",2nd Owner,Petrol,"₹5,12,399",Manual,DELTA 1.2 K12 Manual,Vadodara
1950,2017,Maruti,Dzire,"40,422",1st Owner,Diesel,"₹6,65,799",Manual,ZDI Plus Manual,Vadodara
1951,2020,Hyundai,VENUE,"1,343",1st Owner,Petrol,"₹8,78,299",Manual,S Plus MT 1.2 Kappa Manual,Vadodara
1952,2016,Renault,Kwid,"29,463",1st Owner,Petrol,"₹3,45,399",Manual,RXT Opt Manual,Vadodara
1953,2019,Maruti,Swift,"63,292",1st Owner,Petrol,"₹5,29,399",Manual,VXI Manual,Vadodara
1954,2016,Hyundai,Xcent,"1,08,002",1st Owner,Petrol + CNG,"₹4,61,099",Manual,S 1.2 Manual,Vadodara
1955,2018,Maruti,Ertiga,"21,213",1st Owner,Diesel,"₹7,83,299",Manual,VDI SHVS Manual,Vadodara
1956,2019,Renault,Kwid,"25,442",1st Owner,Petrol,"₹3,38,799",Manual,RXL Manual,Vadodara
1957,2020,Volkswagen,Vento,"17,464",2nd Owner,Petrol,"₹8,89,699",Automatic,HIGHLINE PLUS 1.0 TSI AT Automatic,Vadodara
1958,2018,Renault,Kwid,"10,847",1st Owner,Petrol,"₹3,40,499",Manual,1.0 RXT Opt Manual,Vadodara
1959,2019,Renault,Kwid,"1,739",1st Owner,Petrol,"₹3,90,999",Manual,1.0 RXT Opt Manual,Vadodara
1960,2017,Hyundai,Elite i20,"50,932",2nd Owner,Diesel,"₹5,88,499",Manual,1.4 CRDI ASTA (O) Manual,Vadodara
1961,2018,Maruti,Swift,"20,490",3rd Owner,Petrol,"₹5,34,799",Manual,VXI Manual,Vadodara
1962,2020,Mahindra,MARAZZO,"25,613",1st Owner,Diesel,"₹10,61,299",Manual,M6 8 STR Manual,Vadodara
1963,2019,Tata,Tiago,"35,438",2nd Owner,Petrol,"₹4,46,299",Manual,XZ+ 1.2 Revotron Manual,Vadodara
1964,2017,Ford,Ecosport,"71,900",2nd Owner,Diesel,"₹5,97,199",Manual,1.5TITANIUM TDCI Manual,Vadodara
1965,2018,Hyundai,Elite i20,"35,297",2nd Owner,Petrol,"₹5,99,399",Manual,SPORTZ 1.2 Manual,Vadodara
1966,2018,Hyundai,Creta,"27,656",1st Owner,Petrol,"₹12,46,599",Automatic,1.6 SX AT PETROL Automatic,Vadodara
1967,2020,Hyundai,Creta,"26,284",1st Owner,Diesel,"₹12,54,599",Manual,1.6 EX CRDI Manual,Vadodara
1968,2020,Hyundai,VENUE,"5,231",1st Owner,Petrol,"₹8,45,499",Manual,S MT 1.2 KAPPA Manual,Vadodara
1969,2018,Honda,City,"18,032",1st Owner,Petrol,"₹10,72,699",Automatic,ZX CVT Automatic,Vadodara
1970,2018,Audi,A3,"39,254",2nd Owner,Diesel,"₹20,97,099",Automatic,35TDI PREMIUM Automatic,Vadodara
1971,2018,Renault,Kwid,"25,553",2nd Owner,Petrol,"₹3,41,799",Manual,RXT 1.0 EASY-R AT Manual,Vadodara
1972,2018,Maruti,S Cross,"22,662",1st Owner,Diesel,"₹7,63,799",Manual,ZETA 1.3 SHVS Manual,Vadodara
1973,2017,Maruti,Baleno,"73,016",2nd Owner,Diesel,"₹5,20,499",Manual,DELTA DDIS 190 Manual,Vadodara
1974,2014,Hyundai,Eon,"49,583",1st Owner,Petrol,"₹2,45,599",Manual,MAGNA PLUS Manual,Vadodara
1975,2018,Maruti,Baleno,"68,152",1st Owner,Diesel,"₹5,03,899",Manual,DELTA DDIS 190 Manual,Vadodara
1976,2015,Maruti,Swift,"95,978",1st Owner,Diesel,"₹3,94,899",Manual,VDI ABS Manual,Vadodara
1977,2017,Maruti,Baleno,"83,204",1st Owner,Diesel,"₹5,05,799",Manual,DELTA DDIS 190 Manual,Vadodara
1978,2019,Renault,TRIBER,"12,226",1st Owner,Petrol,"₹5,47,899",Manual,1.0 RXZ Manual,Vadodara
1979,2019,KIA,SELTOS,"12,143",1st Owner,Petrol,"₹16,44,599",,GTX 1.4 GDI AT PETROL,Vadodara
1980,2015,Maruti,Swift,"1,83,063",1st Owner,Diesel,"₹3,83,899",Manual,VDI Manual,Vadodara
1981,2019,Honda,WR-V,"62,196",1st Owner,Diesel,"₹7,35,599",Manual,1.5 i-DTEC VX MT Manual,Vadodara
1982,2016,Maruti,Vitara Brezza,"1,11,377",1st Owner,Diesel,"₹6,89,999",Manual,ZDI PLUS DUAL TONE Manual,Vadodara
1983,2020,Skoda,KAROQ,"25,617",2nd Owner,Petrol,"₹19,16,399",Automatic,STYLE AT Automatic,Vadodara
1984,2020,Hyundai,GRAND I10 NIOS,"3,839",1st Owner,Petrol,"₹7,09,199",Automatic,SPORTZ 1.2 AT Automatic,Vadodara
1985,2020,Hyundai,GRAND I10 NIOS,"2,435",1st Owner,Petrol,"₹7,12,399",Automatic,SPORTZ 1.2 AT Automatic,Vadodara
1986,2016,Hyundai,Creta,"1,32,350",2nd Owner,Diesel,"₹7,86,399",Manual,1.6 SX CRDI Manual,Vadodara
1987,2017,Hyundai,Eon,"51,139",1st Owner,Petrol,"₹3,14,399",Manual,ERA PLUS Manual,Vadodara
1988,2018,Hyundai,Verna,"57,533",1st Owner,Diesel,"₹10,24,599",Automatic,1.6 CRDI SX + AT Automatic,Vadodara
1989,2018,Maruti,Ciaz,"83,093",1st Owner,Petrol,"₹6,95,399",Manual,ZETA 1.4 VVT Manual,Vadodara
1990,2019,Hyundai,GRAND I10 NIOS,"16,336",1st Owner,Petrol,"₹6,09,899",Manual,SPORTZ PETROL Manual,Vadodara
1991,2018,Maruti,S Cross,"32,162",1st Owner,Diesel,"₹8,43,399",Manual,ZETA 1.3 SHVS Manual,Vadodara
1992,2020,Maruti,Baleno,223,1st Owner,Petrol,"₹6,96,899",Manual,DELTA 1.2 K12 Manual,Vadodara
1993,2020,Maruti,Baleno,213,1st Owner,Petrol,"₹6,97,099",Manual,DELTA 1.2 K12 Manual,Vadodara
1994,2020,Maruti,Baleno,200,1st Owner,Petrol,"₹6,97,199",Manual,DELTA 1.2 K12 Manual,Vadodara
1995,2017,Hyundai,Elite i20,"96,475",1st Owner,Diesel,"₹6,00,399",Manual,1.4 CRDI ASTA (O) Manual,Vadodara
1996,2019,Maruti,Dzire,"15,123",1st Owner,Petrol,"₹6,71,899",Manual,VXI Manual,Vadodara
1997,2017,Hyundai,Creta,"89,732",2nd Owner,Diesel,"₹8,67,799",Automatic,1.6 CRDI SX PLUS AUTO Automatic,Vadodara
1998,2018,Hyundai,Creta,"2,41,497",1st Owner,Diesel,"₹7,75,999",Manual,1.4 E PLUS CRDI Manual,Vadodara
1999,2017,Ford,Ecosport,"54,613",2nd Owner,Diesel,"₹6,23,799",Manual,1.5TITANIUM TDCI Manual,Vadodara
2000,2018,Maruti,Baleno,"77,498",1st Owner,Petrol,"₹4,99,799",Manual,DELTA 1.2 K12 Manual,Vadodara
2001,2017,Hyundai,Creta,"1,23,087",2nd Owner,Diesel,"₹7,82,999",Manual,1.6 SX CRDI Manual,Vadodara
2002,2017,Hyundai,Elite i20,"76,218",1st Owner,Diesel,"₹7,36,099",Manual,SPORTZ 1.4 Manual,Vadodara
2003,2020,Maruti,Baleno,179,1st Owner,Petrol,"₹7,06,099",Manual,DELTA 1.2 K12 Manual,Vadodara
2004,2020,Maruti,Baleno,200,1st Owner,Petrol,"₹7,08,299",Manual,ZETA 1.2 K12 Manual,Vadodara
2005,2020,Maruti,Baleno,216,1st Owner,Petrol,"₹7,05,599",Manual,DELTA 1.2 K12 Manual,Vadodara
2006,2020,Maruti,Baleno,184,1st Owner,Petrol,"₹7,07,099",Manual,DELTA 1.2 K12 Manual,Vadodara
2007,2020,Maruti,Baleno,188,1st Owner,Petrol,"₹7,08,199",Manual,DELTA 1.2 K12 Manual,Vadodara
2008,2019,Maruti,XL6,"48,327",1st Owner,Petrol,"₹8,87,899",Manual,ALPHA SHVS MT Manual,Vadodara
2009,2020,Maruti,Baleno,208,1st Owner,Petrol,"₹7,04,699",Manual,DELTA 1.2 K12 Manual,Vadodara
2010,2015,Hyundai,i10,"1,28,377",1st Owner,Petrol,"₹3,56,799",Manual,SPORTZ 1.1 IRDE2 Manual,Vadodara
2011,2019,Jeep,Compass,"60,802",1st Owner,Diesel,"₹14,18,499",Manual,2.0 LIMITED Manual,Vadodara
2012,2020,Maruti,Baleno,169,1st Owner,Petrol,"₹7,12,499",Manual,DELTA 1.2 K12 Manual,Vadodara
2013,2020,Maruti,Baleno,225,1st Owner,Petrol,"₹7,12,499",Manual,DELTA 1.2 K12 Manual,Vadodara
2014,2020,Maruti,Baleno,161,1st Owner,Petrol,"₹7,11,599",Manual,DELTA 1.2 K12 Manual,Vadodara
2015,2019,Maruti,Baleno,"11,316",1st Owner,Petrol,"₹6,28,199",Manual,DELTA 1.2 K12 Manual,Vadodara
2016,2019,Ford,Ecosport,"26,463",1st Owner,Diesel,"₹8,62,899",Manual,1.5TITANIUM TDCI Manual,Vadodara
2017,2020,Maruti,Baleno,"3,384",1st Owner,Petrol,"₹7,00,999",Manual,DELTA 1.2 K12 Manual,Vadodara
2018,2012,Maruti,Swift,"1,82,731",1st Owner,Diesel,"₹3,09,499",Manual,VDI Manual,Vadodara
2019,2016,Maruti,Vitara Brezza,"74,203",2nd Owner,Diesel,"₹7,39,199",Manual,ZDI PLUS DUAL TONE Manual,Vadodara
2020,2017,Hyundai,Eon,"46,703",2nd Owner,Petrol,"₹3,21,399",Manual,MAGNA PLUS Manual,Vadodara
2021,2017,Maruti,Alto 800,"82,228",1st Owner,Petrol,"₹2,63,999",Manual,LXI Manual,Vadodara
2022,2018,Maruti,Baleno,"21,119",1st Owner,Petrol,"₹5,86,099",Manual,DELTA 1.2 K12 Manual,Vadodara
2023,2020,Maruti,Baleno,154,1st Owner,Petrol,"₹7,20,299",Manual,ZETA 1.2 K12 Manual,Vadodara
2024,2020,Maruti,Baleno,146,1st Owner,Petrol,"₹7,19,499",Manual,ZETA 1.2 K12 Manual,Vadodara
2025,2020,Maruti,Baleno,188,1st Owner,Petrol,"₹7,20,899",Manual,ZETA 1.2 K12 Manual,Vadodara
2026,2017,Maruti,Baleno,"71,863",1st Owner,Diesel,"₹4,81,999",Manual,DELTA DDIS 190 Manual,Vadodara
2027,2017,Hyundai,Elite i20,"96,155",1st Owner,Diesel,"₹5,72,699",Manual,SPORTZ 1.4 Manual,Vadodara
2028,2017,Maruti,Vitara Brezza,"79,803",1st Owner,Diesel,"₹6,09,799",Manual,VDI OPT Manual,Vadodara
2029,2020,Maruti,Baleno,"11,847",1st Owner,Petrol,"₹6,36,699",Manual,DELTA 1.2 K12 Manual,Vadodara
2030,2017,Maruti,Vitara Brezza,"79,483",2nd Owner,Diesel,"₹6,07,399",Manual,VDI Manual,Vadodara
2031,2014,Hyundai,i10,"41,279",1st Owner,Petrol,"₹3,45,499",Manual,SPORTZ 1.1 IRDE2 Manual,Vadodara
2032,2017,Ford,Ecosport,"63,121",2nd Owner,Diesel,"₹6,21,999",Manual,1.5TITANIUM TDCI Manual,Vadodara
2033,2020,Ford,Ecosport,"13,709",1st Owner,Diesel,"₹9,19,999",Manual,1.5TITANIUM TDCI Manual,Vadodara
2034,2017,Maruti,S Cross,"1,12,490",1st Owner,Diesel,"₹6,10,899",Manual,ZETA 1.3 Manual,Vadodara
2035,2017,Maruti,Vitara Brezza,"58,743",1st Owner,Diesel,"₹6,71,099",Manual,VDI OPT Manual,Vadodara
2036,2018,Mahindra,TUV300,"1,18,642",1st Owner,Diesel,"₹6,92,099",Manual,T10 MT Manual,Vadodara
2037,2020,Maruti,Baleno,"3,905",1st Owner,Petrol,"₹6,80,499",Manual,DELTA 1.2 K12 Manual,Vadodara
2038,2020,Maruti,Baleno,"4,560",1st Owner,Petrol,"₹6,39,099",Manual,DELTA 1.2 K12 Manual,Vadodara
2039,2018,Ford,Ecosport,"34,592",2nd Owner,Diesel,"₹7,65,399",Manual,1.5 TDCI TITANIUM PLUS Manual,Vadodara
2040,2018,Maruti,Swift,"61,712",1st Owner,Diesel,"₹5,42,299",Manual,VDI Manual,Vadodara
2041,2020,Maruti,Baleno,"6,109",1st Owner,Petrol,"₹6,62,699",Manual,DELTA 1.2 K12 Manual,Vadodara
2042,2019,Maruti,Swift,"26,746",1st Owner,Diesel,"₹6,33,499",Manual,VDI Manual,Vadodara
2043,2018,Hyundai,Creta,"71,100",1st Owner,Diesel,"₹10,30,599",Manual,1.6 SX CRDI Manual,Vadodara
2044,2017,Maruti,Ertiga,"84,213",2nd Owner,Diesel,"₹7,07,399",Manual,VDI SHVS Manual,Vadodara
2045,2020,Maruti,Baleno,"6,138",1st Owner,Petrol,"₹6,77,399",Manual,DELTA 1.2 K12 Manual,Vadodara
2046,2020,Maruti,Baleno,"20,259",1st Owner,Petrol,"₹6,56,899",Manual,ZETA 1.2 K12 Manual,Vadodara
2047,2019,Maruti,Baleno,"28,399",1st Owner,Petrol,"₹6,13,099",Manual,DELTA 1.2 K12 Manual,Vadodara
2048,2017,Maruti,Vitara Brezza,"18,237",1st Owner,Diesel,"₹7,17,999",Manual,VDI OPT Manual,Vadodara
2049,2020,Ford,Ecosport,"8,979",1st Owner,Diesel,"₹9,75,699",Manual,1.5TITANIUM TDCI Manual,Vadodara
2050,2018,Hyundai,Elite i20,"81,282",2nd Owner,Diesel,"₹6,30,999",Manual,1.4 CRDI ASTA (O) Manual,Vadodara
2051,2018,Ford,Ecosport,"58,632",1st Owner,Diesel,"₹7,65,299",Manual,1.5 TDCI TITANIUM PLUS Manual,Vadodara
2052,2020,Ford,Ecosport,"12,718",1st Owner,Petrol,"₹9,88,899",Manual,1.5 TITANIUM PLUS TI VCT AT Manual,Vadodara
2053,2019,Maruti,Baleno,"24,142",1st Owner,Petrol,"₹6,12,599",Manual,ZETA 1.2 K12 Manual,Vadodara
2054,2018,Maruti,Vitara Brezza,"71,597",2nd Owner,Diesel,"₹7,09,999",Manual,VDI Manual,Vadodara
2055,2020,Maruti,S PRESSO,"23,068",2nd Owner,Petrol,"₹3,98,599",Manual,VXI Manual,Vadodara
2056,2018,Honda,City,"94,837",1st Owner,Petrol,"₹9,25,599",Automatic,VX CVT PETROL Automatic,Vadodara
2057,2015,Maruti,Swift,"94,015",1st Owner,Diesel,"₹4,27,099",Manual,VDI ABS Manual,Vadodara
2058,2020,Maruti,S PRESSO,"11,529",1st Owner,Petrol,"₹3,98,599",Manual,VXI PLUS Manual,Vadodara
2059,2017,Maruti,Swift,"1,20,109",1st Owner,Diesel,"₹4,60,399",Manual,VDI ABS Manual,Vadodara
2060,2017,Maruti,Alto 800,"73,700",1st Owner,Petrol,"₹2,72,999",Manual,LXI Manual,Vadodara
2061,2018,Maruti,Vitara Brezza,"72,378",1st Owner,Diesel,"₹7,02,299",Manual,VDI Manual,Vadodara
2062,2019,Maruti,Alto K10,"29,272",1st Owner,Petrol,"₹3,46,999",Manual,VXI Manual,Vadodara
2063,2018,Maruti,Swift,"46,113",2nd Owner,Diesel,"₹5,27,399",Manual,VDI Manual,Vadodara
2064,2017,Hyundai,Grand i10,"9,940",1st Owner,Petrol,"₹5,19,099",Manual,MAGNA 1.2 VTVT Manual,Vadodara
2065,2017,Hyundai,Grand i10,"18,026",1st Owner,Petrol,"₹5,06,199",Manual,Sportz(O) 1.2 MT Manual,Vadodara
2066,2017,Maruti,Alto 800,"55,739",1st Owner,Petrol,"₹2,88,399",Manual,LXI Manual,Vadodara
2067,2018,Ford,Ecosport,"95,720",1st Owner,Diesel,"₹7,28,599",Manual,1.5 TDCI TITANIUM PLUS Manual,Vadodara
2068,2017,Maruti,Vitara Brezza,"61,984",1st Owner,Diesel,"₹7,44,399",Manual,ZDI PLUS Manual,Vadodara
2069,2017,Maruti,Alto 800,"28,159",2nd Owner,Petrol,"₹2,81,199",Manual,LXI Manual,Vadodara
2070,2017,Maruti,Alto 800,"79,235",1st Owner,Petrol,"₹2,77,899",Manual,LXI Manual,Vadodara
2071,2017,Maruti,IGNIS,"17,847",1st Owner,Petrol,"₹4,22,999",Manual,DELTA 1.2 K12 Manual,Vadodara
2072,2018,Maruti,Celerio,"27,756",1st Owner,Petrol,"₹4,35,799",Manual,ZXI Manual,Vadodara
2073,2017,Hyundai,Grand i10,"20,773",1st Owner,Petrol,"₹4,84,699",Manual,MAGNA 1.2 KAPPA VTVT Manual,Vadodara
2074,2014,Honda,Brio,"86,695",2nd Owner,Petrol,"₹3,31,299",Manual,1.2 S MT I VTEC Manual,Vadodara
2075,2015,Hyundai,Grand i10,"1,00,207",1st Owner,Petrol,"₹4,19,499",Manual,MAGNA 1.2 VTVT Manual,Vadodara
2076,2019,Maruti,Celerio,"19,578",1st Owner,Petrol,"₹4,54,699",Manual,ZXI Manual,Vadodara
2077,2017,Hyundai,Grand i10,"9,155",2nd Owner,Petrol,"₹5,22,499",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Vadodara
2078,2020,Maruti,Celerio,"5,798",1st Owner,Petrol,"₹5,26,999",Manual,ZXI Manual,Vadodara
2079,2019,Hyundai,Grand i10,"27,957",1st Owner,Petrol,"₹5,47,799",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Vadodara
2080,2020,Maruti,Alto,"11,454",1st Owner,Petrol,"₹3,30,799",Manual,LXI Manual,Vadodara
2081,2019,Hyundai,Grand i10,"5,836",1st Owner,Petrol,"₹5,44,399",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Vadodara
2082,2019,Maruti,Alto,"14,811",2nd Owner,Petrol,"₹2,82,999",Manual,LXI Manual,Vadodara
2083,2018,Maruti,Baleno,"1,32,012",1st Owner,Petrol + CNG,"₹5,59,199",Manual,DELTA 1.2 K12 Manual,Vadodara
2084,2019,Hyundai,Grand i10,"17,468",1st Owner,Petrol,"₹5,90,099",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Vadodara
2085,2019,Maruti,Alto,"39,795",1st Owner,Petrol,"₹3,31,599",Manual,LXI Manual,Vadodara
2086,2020,Maruti,IGNIS,"38,762",1st Owner,Petrol,"₹5,22,399",Manual,SIGMA 1.2 K12 Manual,Vadodara
2087,2017,Maruti,Alto K10,"70,593",1st Owner,Petrol,"₹3,24,899",Manual,VXI (O) AMT Manual,Vadodara
2088,2018,Ford,Ecosport,"1,31,657",1st Owner,Diesel,"₹7,48,999",Manual,1.5TITANIUM TDCI Manual,Vadodara
2089,2020,Maruti,Alto,"22,458",1st Owner,Petrol,"₹3,39,399",Manual,LXI Manual,Vadodara
2090,2019,Maruti,Baleno,"69,553",1st Owner,Petrol,"₹6,18,499",Manual,ZETA 1.2 K12 Manual,Vadodara
2091,2016,Maruti,Swift,"1,04,024",1st Owner,Diesel,"₹4,91,799",Manual,ZDI Manual,Vadodara
2092,2018,Hyundai,Grand i10,"55,825",1st Owner,Petrol,"₹4,81,699",Manual,MAGNA 1.2 KAPPA VTVT Manual,Vadodara
2093,2020,Hyundai,Grand i10,"21,423",1st Owner,Petrol,"₹5,50,199",Manual,MAGNA 1.2 VTVT Manual,Vadodara
2094,2019,Maruti,Eeco,"4,606",1st Owner,Petrol,"₹4,68,599",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2095,2020,Maruti,Alto,"7,214",1st Owner,Petrol,"₹3,44,799",Manual,LXI Manual,Vadodara
2096,2018,Maruti,Eeco,"58,763",1st Owner,Petrol,"₹4,05,599",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2097,2017,Maruti,Alto 800,"18,379",1st Owner,Petrol,"₹3,04,699",Manual,LXI Manual,Vadodara
2098,2018,Maruti,Alto 800,"1,42,263",1st Owner,Petrol,"₹2,96,099",Manual,LXI Manual,Vadodara
2099,2020,Maruti,Alto,"5,573",1st Owner,Petrol,"₹3,73,599",Manual,VXI PLUS Manual,Vadodara
2100,2017,Maruti,Alto 800,"12,654",1st Owner,Petrol,"₹3,11,299",Manual,VXI Manual,Vadodara
2101,2019,Maruti,Eeco,"13,464",1st Owner,Petrol,"₹4,81,299",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2102,2020,Maruti,Eeco,"16,036",1st Owner,Petrol,"₹4,66,599",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2103,2020,Maruti,Alto,"11,061",1st Owner,Petrol,"₹3,78,499",Manual,VXI Manual,Vadodara
2104,2019,Maruti,Eeco,"12,258",1st Owner,Petrol,"₹4,63,699",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2105,2019,Maruti,Eeco,"11,882",1st Owner,Petrol,"₹4,81,599",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2106,2018,Maruti,Vitara Brezza,"1,04,921",1st Owner,Diesel,"₹7,47,799",Manual,VDI Manual,Vadodara
2107,2020,Maruti,Alto,"12,571",1st Owner,Petrol,"₹3,82,199",Manual,VXI Manual,Vadodara
2108,2019,Maruti,Eeco,"26,880",1st Owner,Petrol,"₹4,56,599",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2109,2019,Maruti,Alto 800,"8,500",1st Owner,Petrol,"₹3,36,699",Manual,LXI Manual,Vadodara
2110,2020,Maruti,Alto,"6,371",1st Owner,Petrol,"₹4,01,899",Manual,VXI Manual,Vadodara
2111,2017,Hyundai,Grand i10,"1,00,687",1st Owner,Petrol,"₹5,27,799",Manual,Sportz(O) 1.2 MT Manual,Vadodara
2112,2018,Maruti,Alto 800,"9,064",2nd Owner,Petrol,"₹3,19,199",Manual,VXI Manual,Vadodara
2113,2021,Maruti,Alto,"11,698",1st Owner,Petrol,"₹3,68,299",Manual,LXI Manual,Vadodara
2114,2019,Maruti,Eeco,"80,770",1st Owner,Petrol,"₹4,54,499",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2115,2018,Maruti,Alto 800,"97,290",1st Owner,Petrol,"₹3,32,699",Manual,LXI Manual,Vadodara
2116,2018,Maruti,Alto K10,"20,259",1st Owner,Petrol,"₹3,30,799",Manual,VXI Manual,Vadodara
2117,2018,Maruti,Alto 800,"50,463",1st Owner,Petrol,"₹3,32,599",Manual,LXI Manual,Vadodara
2118,2019,Maruti,Vitara Brezza,"15,598",1st Owner,Diesel,"₹8,08,499",Manual,VDI Manual,Vadodara
2119,2019,Maruti,Swift,"90,461",1st Owner,Petrol,"₹5,48,699",Manual,VXI Manual,Vadodara
2120,2019,Maruti,S PRESSO,"5,696",1st Owner,Petrol,"₹4,11,299",,VXI PLUS,Vadodara
2121,2020,Maruti,Alto,"10,732",1st Owner,Petrol,"₹3,79,799",Manual,VXI Manual,Vadodara
2122,2018,Maruti,Wagon R 1.0,"13,779",1st Owner,Petrol,"₹4,13,399",Manual,VXI Manual,Vadodara
2123,2018,Maruti,Swift,"80,785",1st Owner,Petrol,"₹5,04,999",Manual,VXI Manual,Vadodara
2124,2020,Maruti,Swift,"6,789",1st Owner,Petrol,"₹4,85,699",Manual,LXI Manual,Vadodara
2125,2019,Mahindra,XUV 3OO,"21,571",1st Owner,Diesel,"₹7,05,199",Manual,1.5 W4 MT Manual,Vadodara
2126,2019,Ford,Ecosport,"11,869",1st Owner,Petrol,"₹7,49,499",Manual,1.5 TITANIUM TI VCT Manual,Vadodara
2127,2018,Ford,Figo Aspire,"46,791",1st Owner,Petrol,"₹4,82,399",Manual,1.2 TITANIUM PETROL Manual,Vadodara
2128,2016,Hyundai,Elite i20,"43,878",1st Owner,Diesel,"₹5,35,399",Manual,MAGNA 1.4 CRDI Manual,Vadodara
2129,2018,Maruti,Ertiga,"41,543",1st Owner,Diesel,"₹7,40,799",Manual,VDI SHVS Manual,Vadodara
2130,2018,Ford,New Figo,"32,344",1st Owner,Diesel,"₹4,54,699",Manual,1.5 TREND Manual,Vadodara
2131,2018,Jeep,Compass,"57,010",1st Owner,Diesel,"₹12,46,099",Manual,2.0 LONGITUDE (O) Manual,Vadodara
2132,2018,Maruti,S Cross,"42,122",1st Owner,Diesel,"₹7,88,199",Manual,ZETA 1.3 SHVS Manual,Vadodara
2133,2018,Maruti,Ertiga,"43,905",1st Owner,Diesel,"₹7,39,799",Manual,VDI SHVS Manual,Vadodara
2134,2020,Maruti,Dzire,"25,940",1st Owner,Petrol,"₹6,78,599",Manual,ZXI Plus Manual,Vadodara
2135,2020,Maruti,S PRESSO,"15,160",1st Owner,Petrol,"₹3,85,799",Manual,VXI Manual,Vadodara
2136,2019,Maruti,Alto 800,"34,959",1st Owner,Petrol,"₹2,72,999",Manual,LXI Manual,Vadodara
2137,2018,Maruti,Baleno,"27,200",1st Owner,Diesel,"₹6,04,099",Manual,ALPHA DDIS 190 Manual,Vadodara
2138,2021,Ford,Ecosport,"6,636",1st Owner,Diesel,"₹10,19,399",,1.5 TITANIUM SPORTS(SUNROOF),Vadodara
2139,2014,Honda,Brio,"43,683",2nd Owner,Petrol,"₹3,04,499",Manual,1.2 VX MT I VTEC Manual,Vadodara
2140,2015,Honda,Brio,"75,168",1st Owner,Petrol,"₹3,71,799",Manual,1.2 S MT I VTEC Manual,Vadodara
2141,2019,Maruti,Celerio,"15,733",1st Owner,Petrol,"₹4,47,099",Manual,ZXI Manual,Vadodara
2142,2019,Maruti,Vitara Brezza,"50,075",1st Owner,Diesel,"₹7,51,799",Manual,VDI Manual,Vadodara
2143,2020,Maruti,Alto,"4,179",1st Owner,Petrol,"₹3,30,799",Manual,LXI Manual,Vadodara
2144,2020,Maruti,Alto,"38,222",1st Owner,Petrol,"₹3,61,899",Manual,LXI Manual,Vadodara
2145,2019,Maruti,Alto,"12,016",1st Owner,Petrol,"₹2,83,999",Manual,LXI Manual,Vadodara
2146,2018,Maruti,Alto 800,"24,853",1st Owner,Petrol,"₹2,96,799",Manual,VXI Manual,Vadodara
2147,2017,Maruti,Alto 800,"1,20,767",1st Owner,Petrol + CNG,"₹2,79,799",Manual,LXI Manual,Vadodara
2148,2020,Maruti,Alto,"10,185",1st Owner,Petrol,"₹3,74,199",Manual,VXI Manual,Vadodara
2149,2019,Maruti,Eeco,"21,982",1st Owner,Petrol,"₹4,41,499",Manual,5 STR WITH AC PLUSHTR Manual,Vadodara
2150,2019,Maruti,Swift,"11,312",1st Owner,Diesel,"₹6,34,999",Manual,VDI Manual,Vadodara
