,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,City
3585,2017,Hyundai,Elite i20,"64,918",1st Owner,Petrol,"₹5,03,999",Manual,SPORTZ 1.2 Manual,Rohtak
3586,2015,Renault,Kwid,"39,525",1st Owner,Petrol + CNG,"₹2,63,799",Manual,RXT Manual,Rohtak
3587,2019,Maruti,XL6,"11,659",1st Owner,Petrol,"₹9,78,999",Manual,ALPHA SHVS MT Manual,Rohtak
3588,2015,Hyundai,Creta,"22,587",1st Owner,Petrol,"₹8,02,599",Manual,1.6 S Manual,Rohtak
3589,2018,Hyundai,Creta,"39,294",2nd Owner,Petrol,"₹8,98,799",Manual,1.6 E + VTVT Manual,Rohtak
3590,2019,Maruti,Baleno,"20,976",1st Owner,Petrol,"₹6,91,199",Manual,DELTA 1.2 K12 Manual,Rohtak
3591,2015,BMW,3 Series,"33,958",2nd Owner,Diesel,"₹18,42,699",Automatic,320D Automatic,Rohtak
3592,2017,Volkswagen,Ameo,"40,293",2nd Owner,Petrol,"₹5,17,799",Manual,TRENDLINE 1.2 Manual,Rohtak
3593,2018,Hyundai,Creta,"32,387",1st Owner,Diesel,"₹8,95,399",,1.4 E PLUS CRDI,Rohtak
3594,2017,Ford,Figo Aspire,"41,186",1st Owner,Petrol,"₹4,60,199",Manual,1.2 TITANIUM PETROL Manual,Rohtak
3595,2014,Hyundai,Elite i20,"66,741",1st Owner,Diesel,"₹4,27,999",Manual,ASTA 1.4 CRDI Manual,Rohtak
3596,2016,Maruti,Ciaz,"76,459",2nd Owner,Petrol,"₹5,47,499",Manual,VXI OPT Manual,Rohtak
3597,2016,Hyundai,Elite i20,"78,560",1st Owner,Diesel,"₹5,15,500",Manual,1.4 CRDI ASTA (O) Manual,Rohtak
3598,2017,Maruti,Ciaz,"55,212",1st Owner,Petrol,"₹5,83,799",Manual,VXI Manual,Rohtak
3599,2017,Ford,Figo Aspire,"31,724",1st Owner,Petrol,"₹4,51,799",Manual,1.2 TITANIUM PETROL Manual,Rohtak
3600,2013,Hyundai,Verna,"53,517",1st Owner,Diesel,"₹4,82,299",Manual,FLUIDIC 1.6 SX CRDI OPT Manual,Rohtak
3601,2018,Maruti,Vitara Brezza,"61,718",1st Owner,Diesel,"₹6,50,599",Manual,VDI Manual,Rohtak
3602,2016,Maruti,Vitara Brezza,"21,675",1st Owner,Diesel,"₹7,17,099",Manual,ZDI Manual,Rohtak
3603,2014,Maruti,Ciaz,"62,366",1st Owner,Diesel,"₹5,25,199",Manual,VDI PLUS Manual,Rohtak
3604,2016,Mercedes,Benz E Class,"19,041",2nd Owner,Petrol,"₹23,22,099",Manual,E200 CGI EDITION E Manual,Rohtak
3605,2016,Maruti,Vitara Brezza,"1,05,991",1st Owner,Diesel,"₹6,33,799",Manual,ZDI Manual,Rohtak
3606,2017,Maruti,IGNIS,"34,135",1st Owner,Petrol,"₹5,03,799",Manual,ALPHA 1.2 K12 Manual,Rohtak
3607,2019,Maruti,Ciaz,"7,620",2nd Owner,Petrol,"₹8,25,299",Manual,DELTA 1.5 SHVS VVT MT Manual,Rohtak
3608,2020,MG,HECTOR,"3,094",1st Owner,Petrol,"₹17,04,999",Manual,SHARP HYBIRD PETROL MT Manual,Rohtak
3609,2018,Maruti,Vitara Brezza,"82,601",1st Owner,Diesel,"₹6,36,299",Manual,VDI Manual,Rohtak
3610,2018,Maruti,Swift,"24,793",1st Owner,Petrol,"₹5,15,899",Manual,VXI Manual,Rohtak
3611,2020,Honda,City,"10,322",1st Owner,Petrol,"₹12,71,199",Automatic,ZX CVT Automatic,Rohtak
3612,2015,Audi,Q3,"67,720",3rd Owner,Diesel,"₹15,60,499",Automatic,35 TDI Quattro Automatic,Rohtak
3613,2018,Maruti,Vitara Brezza,"60,395",1st Owner,Diesel,"₹6,83,399",Manual,VDI OPT Manual,Rohtak
3614,2017,Skoda,Superb,"19,965",1st Owner,Petrol,"₹20,22,899",Automatic,1.8 TSI LK AT Automatic,Rohtak
3615,2018,Maruti,Vitara Brezza,"36,116",1st Owner,Diesel,"₹6,86,499",Manual,VDI OPT Manual,Rohtak
3616,2020,Maruti,Baleno,"11,679",1st Owner,Petrol,"₹6,63,599",Manual,DELTA 1.2 K12 Manual,Rohtak
3617,2018,Maruti,Baleno,"37,284",1st Owner,Petrol,"₹6,09,999",Manual,ZETA 1.2 K12 Manual,Rohtak
3618,2019,Maruti,Baleno,"21,930",1st Owner,Petrol,"₹6,01,799",Manual,DELTA 1.2 K12 Manual,Rohtak
3619,2019,Maruti,Vitara Brezza,"28,137",1st Owner,Diesel,"₹7,92,999",Manual,VDI Manual,Rohtak
3620,2018,Maruti,Vitara Brezza,"43,568",2nd Owner,Diesel,"₹7,76,099",Automatic,ZDI AMT Automatic,Rohtak
3621,2017,Hyundai,Grand i10,"64,350",1st Owner,Petrol,"₹4,52,299",Manual,MAGNA 1.2 KAPPA VTVT Manual,Rohtak
3622,2016,Honda,Amaze,"66,399",2nd Owner,Petrol + CNG,"₹4,82,099",Manual,1.2 SMT I VTEC Manual,Rohtak
3623,2014,Ford,Ecosport,"1,27,254",1st Owner,Diesel,"₹4,74,799",Manual,1.5TITANIUM TDCI Manual,Rohtak
3624,2018,Maruti,Eeco,"18,876",2nd Owner,Petrol,"₹3,40,699",Manual,7 STR Manual,Rohtak
3625,2012,Maruti,Swift,"31,084",1st Owner,Diesel,"₹3,14,499",Manual,VDI Manual,Rohtak
3626,2019,Maruti,Alto 800,"10,316",1st Owner,Petrol,"₹3,78,699",Manual,VXI Manual,Rohtak
3627,2017,Maruti,Baleno,"20,990",1st Owner,Petrol,"₹6,05,699",Manual,DELTA 1.2 K12 Manual,Rohtak
3628,2018,Maruti,Eeco,"36,507",1st Owner,Petrol + CNG,"₹3,43,699",Manual,5 STR CNG WITH AC PLUSHTR Manual,Rohtak
3629,2018,Tata,Tiago,"25,562",1st Owner,Petrol,"₹4,80,999",Manual,XZ 1.2 REVOTRON Manual,Rohtak
3630,2017,Maruti,Alto 800,"27,919",2nd Owner,Petrol,"₹2,88,799",Manual,LXI Manual,Rohtak
3631,2018,Maruti,Alto 800,"12,083",1st Owner,Petrol,"₹3,11,299",Manual,LXI Manual,Rohtak
3632,2017,Maruti,Alto 800,"2,335",1st Owner,Petrol,"₹3,11,999",Manual,LXI Manual,Rohtak
3633,2012,Maruti,Alto 800,"28,151",1st Owner,Petrol,"₹1,98,599",Manual,LXI Manual,Rohtak
3634,2016,Maruti,Alto K10,"45,336",1st Owner,Petrol,"₹2,87,899",Manual,VXI Manual,Rohtak
3635,2019,Maruti,Alto,"13,299",1st Owner,Petrol,"₹3,55,499",Manual,VXI Manual,Rohtak
3636,2018,Hyundai,Elite i20,"23,758",1st Owner,Petrol,"₹5,56,799",Manual,Magna Executive 1.2 Manual,Rohtak
3637,2017,Maruti,Wagon R 1.0,"24,743",2nd Owner,Petrol,"₹3,41,199",Manual,LXI Manual,Rohtak
3638,2017,Hyundai,Grand i10,"30,615",1st Owner,Petrol,"₹4,08,899",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Rohtak
3639,2018,Maruti,Alto 800,"35,216",2nd Owner,Petrol + CNG,"₹2,83,699",Manual,LXI Manual,Rohtak
3640,2017,Toyota,Innova Crysta,"85,295",1st Owner,Diesel,"₹14,99,499",Automatic,Touring Sport Diesel AT Automatic,Sonipat
3641,2017,Maruti,Wagon R 1.0,"4,956",1st Owner,Petrol,"₹3,89,199",Manual,VXI Manual,Sonipat
3642,2015,Maruti,Swift,"37,925",1st Owner,Diesel,"₹4,05,199",Manual,VDI ABS Manual,Sonipat
3643,2020,KIA,SELTOS,"5,822",2nd Owner,Petrol,"₹11,36,999",Manual,HTK 1.5 PETROL Manual,Sonipat
3644,2017,Ford,New Figo,"41,678",2nd Owner,Diesel,"₹4,82,799",Manual,1.5 TITANIUM Manual,Sonipat
3645,2020,Maruti,New Wagon-R,"6,879",1st Owner,Petrol,"₹4,90,799",Manual,LXI 1.0 L Manual,Sonipat
3646,2019,Honda,Civic,"15,416",1st Owner,Petrol,"₹15,20,999",Automatic,VX CVT i-VTEC Automatic,Sonipat
3647,2016,Maruti,Vitara Brezza,"70,555",2nd Owner,Diesel,"₹6,35,399",Manual,ZDI Manual,Sonipat
3648,2019,Hyundai,GRAND I10 NIOS,"3,747",1st Owner,Petrol,"₹6,22,699",,Asta Petrol,Sonipat
3649,2014,Toyota,Innova,"86,859",1st Owner,Diesel,"₹7,08,499",Manual,2.5 GX 7 STR BS IV Manual,Sonipat
3650,2016,Hyundai,Creta,"95,195",1st Owner,Diesel,"₹8,62,499",Manual,1.6 SX PLUS DIESEL Manual,Sonipat
3651,2018,Datsun,Redi Go,"21,607",1st Owner,Petrol,"₹3,40,399",,1.0 S AT,Sonipat
3652,2018,Ford,Ecosport,"21,169",1st Owner,Diesel,"₹8,67,799",Manual,1.5TITANIUM TDCI Manual,Sonipat
3653,2013,Maruti,Swift Dzire,"49,944",2nd Owner,Diesel,"₹3,54,299",Manual,LDI BS IV Manual,Sonipat
3654,2017,Tata,Tiago,"80,573",1st Owner,Petrol,"₹4,59,599",Manual,XT 1.2 REVOTRON Manual,Sonipat
3655,2014,Ford,Ecosport,"62,254",1st Owner,Diesel,"₹5,40,099",Manual,1.5TITANIUM TDCI Manual,Sonipat
3656,2017,Maruti,Vitara Brezza,"34,749",1st Owner,Diesel,"₹8,34,399",Manual,VDI OPT Manual,Sonipat
3657,2017,Maruti,Vitara Brezza,"83,741",1st Owner,Diesel,"₹7,03,399",Manual,VDI OPT Manual,Sonipat
3658,2018,Maruti,Vitara Brezza,"71,192",1st Owner,Diesel,"₹7,20,399",Manual,VDI OPT Manual,Sonipat
3659,2018,Maruti,Vitara Brezza,"54,687",1st Owner,Diesel,"₹7,54,299",Manual,ZDI Manual,Sonipat
3660,2015,Maruti,Swift Dzire,"61,732",1st Owner,Petrol,"₹4,76,699",Manual,VXI 1.2 BS IV Manual,Sonipat
3661,2015,Maruti,Swift,"53,260",1st Owner,Diesel,"₹5,98,999",Manual,VDI ABS Manual,Sonipat
3662,2015,Maruti,Swift,"76,264",1st Owner,Diesel,"₹4,55,299",Manual,VDI ABS Manual,Sonipat
3663,2012,Maruti,Swift Dzire,"54,918",1st Owner,Diesel,"₹4,55,499",Manual,VDI BS IV Manual,Sonipat
3664,2015,Maruti,Swift,"1,04,005",1st Owner,Diesel,"₹4,04,899",Manual,VDI ABS Manual,Sonipat
3665,2014,Maruti,Swift,"41,996",1st Owner,Diesel,"₹4,12,299",Manual,VDI Manual,Sonipat
3666,2017,Maruti,Alto 800,"63,567",1st Owner,Petrol,"₹3,49,399",Manual,LXI Manual,Sonipat
3667,2014,Maruti,Swift,"1,02,773",1st Owner,Diesel,"₹4,30,299",Manual,VDI Manual,Sonipat
3668,2019,Maruti,Alto K10,"8,574",1st Owner,Petrol,"₹4,14,799",Manual,VXI Manual,Sonipat
3669,2017,Ford,Ecosport,"40,139",1st Owner,Petrol,"₹6,69,799",Automatic,1.5 TITANIUM TI VCT AT Automatic,Sonipat
3670,2015,Honda,Amaze,"62,462",1st Owner,Petrol,"₹4,89,699",Manual,1.2 SMT I VTEC Manual,Sonipat
3671,2015,Maruti,Swift,"56,552",1st Owner,Diesel,"₹4,68,599",Manual,VDI ABS Manual,Sonipat
3672,2011,Hyundai,i20,"44,007",1st Owner,Petrol,"₹2,58,999",Manual,MAGNA O 1.2 Manual,Sonipat
3673,2011,Hyundai,i10,"55,623",1st Owner,Petrol,"₹1,88,799",Manual,ERA 1.1 IRDE Manual,Sonipat
3674,2016,Hyundai,Grand i10,"26,951",1st Owner,Petrol,"₹4,15,399",Manual,MAGNA 1.2 KAPPA VTVT Manual,Sonipat
3675,2009,Maruti,Wagon R,"36,035",1st Owner,Petrol,"₹1,48,199",Manual,LXI MINOR Manual,Sonipat
3676,2020,Maruti,Alto,"19,593",1st Owner,Petrol + CNG,"₹3,54,799",Manual,LXI Manual,Sonipat
3677,2009,Maruti,Alto,"1,19,227",1st Owner,Petrol,"₹1,26,399",Manual,LXI Manual,Sonipat
3678,2014,Ssangyong,Rexton,"45,187",2nd Owner,Diesel,"₹6,48,399",Manual,RX 6 Manual,Sonipat
3679,2013,Hyundai,Eon,"1,06,269",1st Owner,Petrol,"₹1,93,699",Manual,D LITE PLUS Manual,Sonipat
3680,2016,Maruti,Vitara Brezza,"41,629",1st Owner,Diesel,"₹7,84,299",Manual,VDI OPT Manual,Sonipat
3681,2020,Hyundai,Verna,"19,158",1st Owner,Petrol,"₹8,86,899",Manual,S PETROL MT Manual,Sonipat
3682,2019,Maruti,Baleno,"19,525",1st Owner,Petrol,"₹6,44,499",Manual,DELTA 1.2 K12 Manual,Sonipat
3683,2016,Volkswagen,Vento,"19,369",1st Owner,Petrol,"₹5,73,799",Manual,COMFORTLINE MT PETROL Manual,Sonipat
3684,2018,Tata,Tiago,"25,562",1st Owner,Petrol,"₹4,80,999",Manual,XZ 1.2 REVOTRON Manual,Sonipat
3685,2018,Maruti,Vitara Brezza,"28,144",1st Owner,Diesel,"₹9,13,699",Automatic,ZDI + AMT Automatic,Sonipat
3686,2017,Hyundai,Elite i20,"64,918",1st Owner,Petrol,"₹5,03,999",Manual,SPORTZ 1.2 Manual,Sonipat
3687,2015,Renault,Kwid,"39,525",1st Owner,Petrol + CNG,"₹2,63,799",Manual,RXT Manual,Sonipat
3688,2019,Maruti,XL6,"11,659",1st Owner,Petrol,"₹9,78,999",Manual,ALPHA SHVS MT Manual,Sonipat
3689,2015,Hyundai,Creta,"22,587",1st Owner,Petrol,"₹8,02,599",Manual,1.6 S Manual,Sonipat
3690,2018,Hyundai,Creta,"39,294",2nd Owner,Petrol,"₹8,98,799",Manual,1.6 E + VTVT Manual,Sonipat
3691,2019,Maruti,Baleno,"20,976",1st Owner,Petrol,"₹6,91,199",Manual,DELTA 1.2 K12 Manual,Sonipat
3692,2015,BMW,3 Series,"33,958",2nd Owner,Diesel,"₹18,42,699",Automatic,320D Automatic,Sonipat
3693,2017,Volkswagen,Ameo,"40,293",2nd Owner,Petrol,"₹5,17,799",Manual,TRENDLINE 1.2 Manual,Sonipat
3694,2018,Hyundai,Creta,"32,387",1st Owner,Diesel,"₹8,95,399",,1.4 E PLUS CRDI,Sonipat
3695,2017,Ford,Figo Aspire,"41,186",1st Owner,Petrol,"₹4,60,199",Manual,1.2 TITANIUM PETROL Manual,Sonipat
3696,2014,Hyundai,Elite i20,"66,741",1st Owner,Diesel,"₹4,27,999",Manual,ASTA 1.4 CRDI Manual,Sonipat
3697,2016,Maruti,Ciaz,"76,459",2nd Owner,Petrol,"₹5,47,499",Manual,VXI OPT Manual,Sonipat
3698,2016,Hyundai,Elite i20,"78,560",1st Owner,Diesel,"₹5,15,500",Manual,1.4 CRDI ASTA (O) Manual,Sonipat
3699,2017,Maruti,Ciaz,"55,212",1st Owner,Petrol,"₹5,83,799",Manual,VXI Manual,Sonipat
3700,2017,Ford,Figo Aspire,"31,724",1st Owner,Petrol,"₹4,51,799",Manual,1.2 TITANIUM PETROL Manual,Sonipat
3701,2013,Hyundai,Verna,"53,517",1st Owner,Diesel,"₹4,82,299",Manual,FLUIDIC 1.6 SX CRDI OPT Manual,Sonipat
3702,2018,Maruti,Vitara Brezza,"61,718",1st Owner,Diesel,"₹6,50,599",Manual,VDI Manual,Sonipat
3703,2016,Maruti,Vitara Brezza,"21,675",1st Owner,Diesel,"₹7,17,099",Manual,ZDI Manual,Sonipat
3704,2014,Maruti,Ciaz,"62,366",1st Owner,Diesel,"₹5,25,199",Manual,VDI PLUS Manual,Sonipat
3705,2016,Mercedes,Benz E Class,"19,041",2nd Owner,Petrol,"₹23,22,099",Manual,E200 CGI EDITION E Manual,Sonipat
3706,2016,Maruti,Vitara Brezza,"1,05,991",1st Owner,Diesel,"₹6,33,799",Manual,ZDI Manual,Sonipat
3707,2017,Maruti,IGNIS,"34,135",1st Owner,Petrol,"₹5,03,799",Manual,ALPHA 1.2 K12 Manual,Sonipat
3708,2019,Maruti,Ciaz,"7,620",2nd Owner,Petrol,"₹8,25,299",Manual,DELTA 1.5 SHVS VVT MT Manual,Sonipat
3709,2020,MG,HECTOR,"3,094",1st Owner,Petrol,"₹17,04,999",Manual,SHARP HYBIRD PETROL MT Manual,Sonipat
3710,2018,Maruti,Vitara Brezza,"82,601",1st Owner,Diesel,"₹6,36,299",Manual,VDI Manual,Sonipat
3711,2018,Maruti,Swift,"24,793",1st Owner,Petrol,"₹5,15,899",Manual,VXI Manual,Sonipat
3712,2020,Honda,City,"10,322",1st Owner,Petrol,"₹12,71,199",Automatic,ZX CVT Automatic,Sonipat
3713,2015,Audi,Q3,"67,720",3rd Owner,Diesel,"₹15,60,499",Automatic,35 TDI Quattro Automatic,Sonipat
3714,2018,Maruti,Vitara Brezza,"60,395",1st Owner,Diesel,"₹6,83,399",Manual,VDI OPT Manual,Sonipat
3715,2017,Skoda,Superb,"19,965",1st Owner,Petrol,"₹20,22,899",Automatic,1.8 TSI LK AT Automatic,Sonipat
3716,2018,Maruti,Vitara Brezza,"36,116",1st Owner,Diesel,"₹6,86,499",Manual,VDI OPT Manual,Sonipat
3717,2020,Maruti,Baleno,"11,679",1st Owner,Petrol,"₹6,63,599",Manual,DELTA 1.2 K12 Manual,Sonipat
3718,2018,Maruti,Baleno,"37,284",1st Owner,Petrol,"₹6,09,999",Manual,ZETA 1.2 K12 Manual,Sonipat
3719,2019,Maruti,Baleno,"21,930",1st Owner,Petrol,"₹6,01,799",Manual,DELTA 1.2 K12 Manual,Sonipat
3720,2019,Maruti,Vitara Brezza,"28,137",1st Owner,Diesel,"₹7,92,999",Manual,VDI Manual,Sonipat
3721,2018,Maruti,Vitara Brezza,"43,568",2nd Owner,Diesel,"₹7,76,099",Automatic,ZDI AMT Automatic,Sonipat
3722,2017,Hyundai,Grand i10,"64,350",1st Owner,Petrol,"₹4,52,299",Manual,MAGNA 1.2 KAPPA VTVT Manual,Sonipat
3723,2016,Honda,Amaze,"66,399",2nd Owner,Petrol + CNG,"₹4,82,099",Manual,1.2 SMT I VTEC Manual,Sonipat
3724,2014,Ford,Ecosport,"1,27,254",1st Owner,Diesel,"₹4,74,799",Manual,1.5TITANIUM TDCI Manual,Sonipat
3725,2018,Maruti,Eeco,"18,876",2nd Owner,Petrol,"₹3,40,699",Manual,7 STR Manual,Sonipat
3726,2012,Maruti,Swift,"31,084",1st Owner,Diesel,"₹3,14,499",Manual,VDI Manual,Sonipat
3727,2019,Maruti,Alto 800,"10,316",1st Owner,Petrol,"₹3,78,699",Manual,VXI Manual,Sonipat
3728,2017,Maruti,Baleno,"20,990",1st Owner,Petrol,"₹6,05,699",Manual,DELTA 1.2 K12 Manual,Sonipat
3729,2018,Maruti,Eeco,"36,507",1st Owner,Petrol + CNG,"₹3,43,699",Manual,5 STR CNG WITH AC PLUSHTR Manual,Sonipat
3730,2017,Maruti,Alto 800,"27,919",2nd Owner,Petrol,"₹2,88,799",Manual,LXI Manual,Sonipat
3731,2018,Maruti,Alto 800,"12,083",1st Owner,Petrol,"₹3,11,299",Manual,LXI Manual,Sonipat
3732,2017,Maruti,Alto 800,"2,335",1st Owner,Petrol,"₹3,11,999",Manual,LXI Manual,Sonipat
3733,2012,Maruti,Alto 800,"28,151",1st Owner,Petrol,"₹1,98,599",Manual,LXI Manual,Sonipat
3734,2016,Maruti,Alto K10,"45,336",1st Owner,Petrol,"₹2,87,899",Manual,VXI Manual,Sonipat
3735,2019,Maruti,Alto,"13,299",1st Owner,Petrol,"₹3,55,499",Manual,VXI Manual,Sonipat
3736,2018,Hyundai,Elite i20,"23,758",1st Owner,Petrol,"₹5,56,799",Manual,Magna Executive 1.2 Manual,Sonipat
3737,2017,Maruti,Wagon R 1.0,"24,743",2nd Owner,Petrol,"₹3,41,199",Manual,LXI Manual,Sonipat
3738,2017,Hyundai,Grand i10,"30,615",1st Owner,Petrol,"₹4,08,899",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Sonipat
3739,2018,Maruti,Alto 800,"35,216",2nd Owner,Petrol + CNG,"₹2,83,699",Manual,LXI Manual,Sonipat
3740,2016,Hyundai,Creta,"72,057",3rd Owner,Diesel,"₹7,63,299",,1.6 SX CRDI,Surat
3741,2018,Datsun,Redi Go,"10,212",1st Owner,Petrol,"₹2,98,999",Manual,T (O) Manual,Surat
3742,2016,Ford,Ecosport,"99,250",1st Owner,Diesel,"₹5,35,199",Manual,1.5TITANIUM TDCI Manual,Surat
3743,2020,Hyundai,VENUE,"3,423",1st Owner,Petrol,"₹7,73,399",Manual,S MT 1.2 KAPPA Manual,Surat
3744,2017,Maruti,Ciaz,"85,440",1st Owner,Diesel,"₹5,80,299",Manual,DELTA 1.3 DDIS SHVS Manual,Surat
3745,2015,Hyundai,Creta,"1,50,321",1st Owner,Diesel,"₹7,52,399",Manual,1.6 SX (O) CRDI Manual,Surat
3746,2017,Maruti,Ertiga,"47,668",1st Owner,Diesel,"₹7,32,699",Manual,VDI SHVS Manual,Surat
3747,2020,Maruti,Baleno,"32,326",1st Owner,Petrol,"₹5,21,999",Manual,SIGMA 1.2 K12 Manual,Surat
3748,2019,Renault,Kwid,"21,560",1st Owner,Petrol,"₹3,51,899",Manual,RXL Manual,Surat
3749,2017,Hyundai,Creta,"34,914",2nd Owner,Diesel,"₹9,43,699",Automatic,1.6 CRDI SX PLUS AUTO Automatic,Surat
3750,2019,Maruti,Eeco,"9,230",1st Owner,Petrol,"₹4,66,399",Manual,5 STR WITH AC PLUSHTR Manual,Surat
3751,2017,Maruti,Dzire,"60,463",1st Owner,Diesel,"₹6,36,399",Manual,ZDI Plus Manual,Surat
3752,2019,Maruti,Ertiga,"14,913",1st Owner,Petrol,"₹9,16,799",Manual,ZXI SMART HYBRID Manual,Surat
3753,2012,Toyota,Fortuner,"1,84,782",3rd Owner,Diesel,"₹11,56,999",Manual,3.0 MT 4X4 Manual,Surat
3754,2014,Maruti,Wagon R 1.0,"17,433",1st Owner,Petrol,"₹3,25,999",Manual,LXI Manual,Surat
3755,2014,Hyundai,Elite i20,"63,572",1st Owner,Petrol,"₹5,08,699",Manual,ASTA 1.2 Manual,Surat
3756,2017,Maruti,Baleno,"18,346",1st Owner,Petrol,"₹5,61,399",Manual,DELTA 1.2 K12 Manual,Surat
3757,2019,Hyundai,GRAND I10 NIOS,"25,597",1st Owner,Petrol,"₹6,33,399",Manual,Asta Petrol Manual,Surat
3758,2019,Honda,City,"62,998",1st Owner,Petrol,"₹8,77,599",Manual,SV MT PETROL Manual,Surat
3759,2015,Maruti,Swift,"62,428",1st Owner,Petrol,"₹4,17,599",Manual,VXI Manual,Surat
3760,2016,Hyundai,Elite i20,"1,11,938",1st Owner,Diesel,"₹5,00,999",Manual,ASTA 1.4 CRDI Manual,Surat
3761,2015,Maruti,Swift,"60,507",1st Owner,Diesel,"₹4,31,599",Manual,VDI ABS Manual,Surat
3762,2020,MG,HECTOR,"3,479",1st Owner,Petrol,"₹17,40,399",Automatic,SHARP DCT PETROL Automatic,Surat
3763,2020,Maruti,XL6,"27,295",1st Owner,Petrol,"₹10,24,699",Automatic,ALPHA AT SHVS Automatic,Surat
3764,2019,Maruti,Baleno,"13,973",1st Owner,Petrol,"₹6,22,299",Manual,DELTA 1.2 K12 Manual,Surat
3765,2019,MG,HECTOR,"9,966",1st Owner,Diesel,"₹17,86,399",,SHARP 2.0 DIESEL,Surat
3766,2015,Maruti,Swift,"86,607",2nd Owner,Diesel,"₹4,55,599",Manual,ZDI Manual,Surat
3767,2019,Maruti,Alto 800,"61,829",1st Owner,Petrol,"₹2,98,499",Manual,LXI Manual,Surat
3768,2017,Maruti,Alto 800,"16,782",1st Owner,Petrol,"₹2,81,199",Manual,LXI Manual,Surat
3769,2019,Maruti,Baleno,"69,420",2nd Owner,Petrol,"₹5,99,599",Manual,ZETA 1.2 K12 Manual,Surat
3770,2019,Maruti,S PRESSO,"9,842",1st Owner,Petrol,"₹4,11,599",Manual,VXI PLUS Manual,Surat
3771,2020,Maruti,Alto,"19,824",1st Owner,Petrol,"₹3,61,599",Manual,LXI Manual,Surat
3772,2018,Maruti,Alto 800,"30,143",1st Owner,Petrol,"₹3,01,799",Manual,LXI Manual,Surat
3773,2019,Maruti,Eeco,"46,092",1st Owner,Petrol,"₹4,35,499",Manual,5 STR WITH AC PLUSHTR Manual,Surat
3774,2016,Hyundai,Creta,"94,709",1st Owner,Diesel,"₹7,76,299",Manual,1.6 S PLUS AT CRDI Manual,Surat
3775,2016,Hyundai,Creta,"36,658",1st Owner,Petrol,"₹7,06,099",Manual,1.6 E + VTVT Manual,Surat
3776,2017,Ford,Figo Aspire,"55,089",1st Owner,Diesel,"₹4,56,499",Manual,1.5 TITANIUM DIESEL Manual,Surat
3777,2015,Hyundai,Xcent,"42,001",1st Owner,Petrol,"₹4,42,599",Manual,1.2 S VTVT Manual,Surat
3778,2018,Maruti,Dzire,"47,506",1st Owner,Petrol,"₹5,90,899",Manual,VXI Manual,Surat
3779,2018,Honda,WR-V,"38,346",1st Owner,Diesel,"₹6,82,799",Manual,1.5 i-DTEC VX MT Manual,Surat
3780,2016,Maruti,Swift,"30,358",1st Owner,Petrol,"₹4,56,499",Manual,VXI Manual,Surat
3781,2020,Maruti,Vitara Brezza,"24,398",1st Owner,Diesel,"₹8,37,899",Manual,ZDI PLUS DUAL TONE Manual,Surat
3782,2018,Maruti,Swift,"80,779",2nd Owner,Diesel,"₹4,96,199",Manual,VDI Manual,Surat
3783,2017,Maruti,Vitara Brezza,"62,920",1st Owner,Diesel,"₹6,82,299",Manual,ZDI PLUS Manual,Surat
3784,2017,Hyundai,Grand i10,"19,892",1st Owner,Petrol,"₹4,76,699",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Surat
3785,2019,Maruti,Alto,"3,629",1st Owner,Petrol,"₹2,90,199",Manual,LXI Manual,Surat
3786,2018,Maruti,Dzire,"1,43,414",1st Owner,Diesel,"₹5,63,899",Automatic,ZDI AMT Automatic,Surat
3787,2017,Maruti,Alto 800,"70,145",3rd Owner,Petrol + CNG,"₹2,73,699",Manual,LXI Manual,Surat
3788,2017,Ford,Figo Aspire,"95,535",1st Owner,Diesel,"₹4,10,999",Manual,1.5 TITANIUM DIESEL Manual,Surat
3789,2019,Hyundai,Creta,"5,616",2nd Owner,Petrol,"₹10,19,899",Manual,1.6 E + VTVT Manual,Surat
3790,2017,Renault,Kwid,"34,513",2nd Owner,Petrol,"₹3,18,199",Automatic,RXT 1.0 EASY-R AT OPTION Automatic,Surat
3791,2013,Maruti,Swift,"73,436",2nd Owner,Diesel,"₹3,63,199",Manual,VDI Manual,Surat
3792,2016,Hyundai,Elite i20,"18,948",1st Owner,Petrol,"₹5,75,999",Manual,SPORTZ 1.2 Manual,Surat
3793,2014,Maruti,Swift Dzire,"77,035",1st Owner,Diesel,"₹3,97,299",Manual,VDI BS IV Manual,Surat
3794,2020,Hyundai,VENUE,"1,420",1st Owner,Petrol,"₹7,64,599",Manual,S MT 1.2 KAPPA Manual,Surat
3795,2013,Hyundai,Santro Xing,"29,899",2nd Owner,Petrol,"₹2,92,899",Manual,GL PLUS Manual,Surat
3796,2018,Datsun,Redi Go,"8,368",1st Owner,Petrol,"₹3,15,699",Manual,T (O) Manual,Surat
3797,2017,Maruti,Baleno,"42,489",1st Owner,Petrol,"₹4,87,799",Manual,DELTA 1.2 K12 Manual,Surat
3798,2020,Hyundai,VENUE,"4,689",1st Owner,Petrol,"₹7,75,399",Manual,S MT 1.2 KAPPA Manual,Surat
3799,2021,Hyundai,VENUE,"5,656",1st Owner,Petrol,"₹7,86,899",Manual,S MT 1.2 KAPPA Manual,Surat
